Label,Tweet_ID,Tweet,Screen_Name,Description,User_Location,Time,Geo_Enabled,Place,Lat,Long
,1098853265532317697,Seattle that was fun‼️ thank u👾,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-22 01:53:28,True,,,
,1098817746739982336,SEATTLE DAY/NIGHT LIVE‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 23:32:20,True,,,
,1098816590232018944,@mikeywehling So gross...,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 23:27:44,True,,,
,1098815534181756928,Dear musicians that put their sticker in the toilet bowl:  do you really want people pissing and shitting on your name? 🧐,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 23:23:33,True,,,
,1098696734987890688,WE GOIN IN‼️👾‼️ https://t.co/IVT64kO23q,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 15:31:29,True,,,
,1098690920671657984,@Mrjoshuahayes ‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 15:08:22,True,,,
,1098648986968252417,@theGnosticDemon Zzzzzzzzzzzzzz......,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 12:21:45,True,,,
,1098644812712968192,"Hey everybody ‼️ I’m playin in SEATTLE WA tonight at @nectarlounge ... I play at 10pm followed by the LEGEND @randomrab 
LETS PARTY 🎉 👾‼️ Also I will b having my spiritual advisor… https://t.co/wYRLXQUtkM",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 10:05:09,True,"Hillsboro, OR",45.52857116,-122.97299085
,1098632612678004736,@broookebryan_ This is amazing😂‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-21 11:16:41,True,,,
,1097930300846469121,@AmbzWenz Glad u enjoyed! Thanks for getting down with meeeee✅👾✅,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-19 12:45:56,True,,,
,1097929568839761920,Aye‼️ playin SEATTLE WA this Thursday with @randomrab at @nectarlounge and Friday in PORTLAND OR at bossanovaballroom  ... LETS PARTY 🎉 👾‼️ https://t.co/jpzaxncIx7,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-19 12:43:02,True,,,
,1097904315782623233,So much fun‼️✅‼️ https://t.co/QVjTjh1fzn,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-19 11:02:41,True,,,
,1097710466430918659,@ebro9 That’s what I think too...,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-18 22:12:24,True,,,
,1097707719807651842,There is massive amounts of detailed accounts of everyday life for the Egyptians.. yet not a single thing written about how the pyramids where built.. BECAUSE THEY DIDNT BUILD THEM... DUH.,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-18 22:01:29,True,,,
,1097610743543934978,"@salva U ever wonder what their music would sound like if they had the technology we have today?  Also peep Rachmaninoff.. 3rd piano concerto.. it’s dark, it’s passion.. it’s amazing.. also without YOU n I’d say @eprombeats, west coast bass wouldn’t b the same✅",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-18 15:36:08,True,,,
,1097609518656172036,@salva Chopin&gt;salva 😂 just sayin lol... jk tho I appreciate both.  Cause I’m not one dimensional.. FYI without Beethoven there prob not b Chopin like we know,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-18 15:31:16,True,,,
,1097578015909969921,@SOULPHAZE Funkin right‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-18 13:26:05,True,,,
,1097563993789661184,Ya know ... I funk in my sleep.. I funk in da morning .. I’m funkin tweeting right now... FUNK WIT ME👾 eryone have a funkin prodigious day ok‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-18 12:30:22,True,,,
,1097032375656243200,@FunkyBtch Falling asleep with the dye in and waking up to no hair... 🤷‍♂️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-17 01:17:54,True,,,
,1097032225810464768,@itjazzi is the best 💜 if u wündering,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-17 01:17:19,True,,,
,1097032033346428930,@brainquilityfl Tooo much fun😎,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-17 01:16:33,True,,,
,1096889729038073856,Aye @brainquilityfl tonight 👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-16 15:51:05,True,,,
,1096597705487466498,@mikeywehling Awesome!! Enjoy!,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 20:30:41,True,,,
,1096597625481121792,‼️🧟‍♂️‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 20:30:22,True,,,
,1096565485641105409,@EsseksMusic 😂,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 18:22:39,True,,,
,1096565174964756482,@OPIUO Same!!,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 18:21:25,True,,,
,1096565088197271552,@OPIUO I gotta get the phonetic versions of all your songs✅✅✅ people that can’t hear can still feel the bass n then they could read along to the music.,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 18:21:04,True,,,
,1096503494348103680,Yahooooo!!! Super 😆 excited‼️ https://t.co/4bTqjpU3Av,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 14:16:19,True,,,
,1096378454164029440,@NicholasGerlach No,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-15 05:59:27,True,,,
,1096200406370275328,@michalmenert Candi Statton - Mr. And Mrs. Untrue👾👾👾👾👾👾👾,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-14 18:11:57,True,,,
,1096153341720215552,@BigGigrantic 👌✅‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-14 15:04:56,True,,,
,1096152852962131969,"@NicholasGerlach Meeee toooo! I wrote that song in a hotel room in piran, Slovenia 🇸🇮 ‼️",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-14 15:03:00,True,,,
,1096128551340961792,@preister_kyle ‼️👾‼️✅👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-14 13:26:26,True,,,
,1096128471607242753,@Mikihiro_7 YAS‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2019-02-14 13:26:07,True,,,
