Label,Tweet_ID,Tweet,Screen_Name,Description,User_Location,Time,Geo_Enabled,Place,Lat,Long
,1098795440143777793,don’t send me sexual memes if you ain’t tryna sex me. okay. thanks😂😂,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-21 23:03:42,True,,,
,1098790545126813696,I miss having someone to come home too on the weekends :( also bc I could use back rubs,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-21 22:44:15,True,,,
,1098352815590776833,I hope this turns out okay 😅,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-20 17:44:52,True,,,
,1098082797808422913,"I had a hot pink wall, lime green, and sky blue wall with zebra print boarder in 6th grade https://t.co/MkbYSkWM0G",morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-19 23:51:55,True,,,
,1098080545047752705,just ordered my outfit for the bachelorette party next month 😛😍,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-19 23:42:57,True,,,
,1097688419369652224,I feel this. I got at least $800 pending 👀👀 https://t.co/VhMrthFhps,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-18 21:44:47,True,,,
,1095521245284716545,not ready for snap mems that are about to pop up within the next few months ☹️,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-12 22:13:13,True,,,
,1095214375974158336,"this is me at Disney, I been so much I know where just about ever camera is 😂😂😂 https://t.co/8QmZdK3CWZ",morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-12 01:53:49,True,,,
,1095079145258795008,biscuits and gravy is the key to my heart. I love love loveeeeee 😍😍😍,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-11 16:56:28,True,,,
,1094980542112641025,working a double 🤷🏼‍♀️ https://t.co/Z0Xe1ZLjBf,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-11 10:24:39,True,,,
,1094624593229287427,moments in life where they have you wishing you had five more minutes is the most bittersweet thing,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-10 10:50:14,True,,,
,1094484321317146624,"I got really drunk on tequila a few weekends ago at the bar and the friend I was with talked shit, then the next weekend they went golfing and got really drunk on tequila and didn’t remember much. karma is a bitch I love her 😂😂",morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-10 01:32:51,True,,,
,1093722207820353536,haven’t been gettin in twitter as much so was good,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-07 23:04:29,True,,,
,1092995226476728320,y’all my mama too much sometimes. who she talking about like that 😂😂😂😂 at least I know where I get it from https://t.co/D3GMj6kMUl,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-05 22:55:43,True,,,
,1092625506258817025,new fav hat 😂🥰 https://t.co/ZVaDQNkzcO,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-04 22:26:35,True,,,
,1092287565720375296,@alexisscarrasco Iced coconut milk mocha macchiato is my go to 🤩,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-04 00:03:44,True,,,
,1091926047770243072,sooooo i’m going to Vegas for my 21. bitch that’s 8 months away!!!!,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-03 00:07:11,True,,,
,1091901710526758912,they need to put spongebob on netflix,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-02 22:30:28,True,,,
,1091511543131504640,i’m so happy I cant say this. working here for 4 years.....🖕🏼🖕🏼🖕🏼🖕🏼😂😂😂😂 https://t.co/fr1QOYr82x,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-01 20:40:05,True,,,
,1091350014926958592,@kayla_smithwick bitch i’ve had 3 doubles this week and this is my 7th day in a row working. THANK U NEXT 😂✋🏼🙄,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-02-01 09:58:14,True,,,
,1091086425360138240,$127 on a lunch shift during the slow season?? yes MA’AM!! 🤑🤑🤑,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-01-31 16:30:49,True,,,
,1090699273677819905,@lindsmariee if it was busy they usually do it to keep track of the orders like they do inside,morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-01-30 14:52:25,True,,,
,1090489166125764613,"just found the greatest video ever😍😍 

https://t.co/mB3S50Ksx9",morg_michele,little bit of heaven with a wild side • dog mom •,"Brunswick, GA",2019-01-30 00:57:32,True,,,
