Label,Tweet_ID,Tweet,Screen_Name,Description,User_Location,Time,Geo_Enabled,Place,Lat,Long
,1098835694770737152,"I’m quite worried about the new introduction of a law to combat Social Media abuse. How will it be different from the Anti Fake News Act, can we strengthen the Communications and Multimedia Act?

Press Freedom is our pillar of the 4th Estate, we do need media literacy in place. https://t.co/6en7EAw9WD",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-22 14:43:39,True,,,
,1098790362091421697,@The_Endie @syahredzan Minta autograph @The_Endie!,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-22 11:43:31,True,,,
,1098755646839652354,@alphaque Education. It won’t be easy tho.,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-22 09:25:34,True,,,
,1098658895558406145,"There is much to do, not just to work hard in putting the country back on track but we have to work on improving the culture in our Malaysian society. 

Yes, bad habits die hard but without the right values in our society, we will cease to exist.

Education starts from home.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-22 03:01:07,True,,,
,1098552278015864832,"Would love to catch Ola Bola Musical next, any takers?",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-21 19:57:27,True,,,
,1098305233233440768,"@YairGiwnewer1 @BreezoMeter Interesting, very informative.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-21 03:35:47,True,,,
,1098182909645643776,@ADLIZAKUAN Mungkin?,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-20 19:29:43,True,,,
,1098059206052110337,Looks like political psywar and cyberwar are back post GE14. Interesting times.,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-20 11:18:10,True,,,
,1098056801818300417,"""This follows the 46 charges laid upon Zahid, who is also the Bagan Datuk MP, in October last year involving CBT of RM20.83 million, receiving RM21.25 million in gratification as the then home minister, and money laundering of RM72.07 million."" https://t.co/UEf3JeeXFv",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-20 11:08:37,True,,,
,1098054405285265408,"Pilihan Raya Kecil Semenyih, bukan cinta biasa. https://t.co/j7uzBCwW0h",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-20 10:59:05,True,,,
,1097859315799535617,"@lim_yi_wei No orange 🍊 for me, life of being a singleton. Happy Chap Goh Mei!",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 22:03:52,True,,,
,1097857409928912896,"Habis madu, sepah dibuang. Inilah natijahnya dalam kehidupan. Tiada yang akan berkekalan lama seperti embun di hujung rumput.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 21:56:18,True,,,
,1097811039318552577,"@orang_kertas Not sure, lain kot.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 18:52:02,True,,,
,1097743605232365568,😑 Beg-Packers in Malaysia. https://t.co/4sF6S1tmBK,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 14:24:05,True,,,
,1097717686522572801,"Siasatan dan pendakwaan telah dimulakan untuk skandal berkaitan 1MDB, FELDA dan juga Tabung Haji.

Apa yang telah berlaku dengan siasatan terhadap MARA? Adakah Suruhanjaya Siasatan DiRaja akan diadakan?",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 12:41:05,True,,,
,1097703063366725632,@FirdausAzil Al Fatihah =(,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 11:42:59,True,,,
,1097545656208519169,"@FirdausAzil Ignore these trolls, they’re not worth your energy.

You’re correct to point out the need on access to healthcare, be it primary or tertiary. Population is growing and nearby hospitals are overloaded with patients.

It’s not just a need, it is a necessity to the people.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 01:17:30,True,,,
,1097544922532536320,"I grew up watching you being from one champion to champions of many. Verily, you’re more than just champions of squash but champions to every Malaysians.

Thank you @NicolDavid! https://t.co/mD49gETLK6",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-19 01:14:35,True,,,
,1097457724206374912,"We are experiencing moderate haze and air quality looks bad. Got to be careful out there with PM2.5 air pollution, please wear masks. https://t.co/XY05lOy0EO",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 19:28:05,True,,,
,1097452164832620544,🇵🇭 @mariaressa Maria Ressa: War on Truth | Witness https://t.co/49ctvkrOYD via @YouTube,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 19:06:00,True,,,
,1097379874598055937,"@FirdausAzil One of these days bro, akan selinap di Semenyih nanti. :)",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 14:18:45,True,,,
,1097375088494632960,@FirdausAzil Why so?,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 13:59:43,True,,,
,1097375061646880768,I see this coming. https://t.co/aC9ocIqDsw,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 13:59:37,True,,,
,1097345282398777345,"@klubbkiddkl Thanks! Looks like a good deal tho, I was contemplating about XiaoMi.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 12:01:17,True,,,
,1097344730998857728,"@klubbkiddkl I’m looking for a second phone, how would you rate it?",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 11:59:06,True,,,
,1097335104928571392,"With just two weeks down the road for campaigning before polling day on March 2, will Harapan defend their seat or risks BN wrestling it away from their hands? 

Will the votes from the elders differ from the younger ones?",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 11:20:51,True,,,
,1097335049135960064,"Semenyih Polls | We can’t predict the results based entirely on the previous GE14 results and its majority numbers. 

Some early it is too early to tell but last night’s turnout at Takan Baiduri of both BN and PH events showed stark difference. That’s one of the voting districts. https://t.co/v69w85IbYR",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-18 11:20:37,True,,,
,1097016321533894658,"(3/3) Outbreaks of measles can be very serious and deadly to children, we cannot put our kids in danger. It’s time for our lawmakers to make this a priority or risk severe implications of a dangerous emergency situation in the country.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-17 14:14:07,True,,,
,1097016319017312257,(2/3) All these are preventable with immunisations. We have among the best immunisation program in the world for decades and I implore lawmakers to make vaccination programs a mandatory and penalise parents for refusing to do so.,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-17 14:14:06,True,,,
,1097016315468890113,"(1/3) We are seeing a very serious increase of preventable diseases via vaccination in Malaysia, the rise if anti-vaxxers in the country. Hundreds of cases of measles were reported last year, kids die of diphtheria.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-17 14:14:05,True,,,
,1096995430360014848,@FirdausAzil Couldn’t agree more that it was pretty condescending. 🤔,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-17 12:51:06,True,,,
,1096845081498112000,We have out very own Malaysian champion Welson Sim beating an Olympic champion! https://t.co/iihrnOiXny,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-17 02:53:40,True,,,
,1096801693939859456,"@FirdausAzil Mula-mula mencuri, lama-lama nanti merompak.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-17 00:01:16,True,,,
,1096796807558946821,Credit where it’s due. This is not fair for journos on the ground who worked tirelessly to get the news out. https://t.co/FFKPpzHcQt,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 23:41:51,True,,,
,1096789154371956736,"Make it mandatory to immunise children, punish those who refuse to vaccinate because they endanger the whole population. These anti-vaxxers must be dealt accordingly.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 23:11:26,True,,,
,1096775977034690560,@alphaque I’d go for Uncle Kentang! :),imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 22:19:04,True,,,
,1096710603169624064,"“About halfway (to the car), suddenly Papagomo came from the right side and used his left arm to forcefully hold me by the neck,"" @SyedSaddiq said while showing a headlock motion.

Read more here https://t.co/iu6xGPbwUn",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 17:59:18,True,,,
,1096704574579187712,"Alleged ‘chokehold’ to a federal minister, that’s a physical assault and criminal intimidation. That’s very serious and grievous. How can we as Malaysians accept such kind of actions in politics? Absolutely ridiculous and disgusted.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 17:35:21,True,,,
,1096702908844756993,"Politik toksik dan gangsterisme - sangat memalukan. Mencemarkan proses demokrasi untuk memilih wakil rakyat baru untuk kawasan Semenyih.

Tugas kita sebagai wartawan adalah untuk melaporkan dengan telus tanpa rasa takut, walau apa cara sekalipun mereka cuba menakut-nakutkan kita.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 17:28:43,True,,,
,1096694931035279360,"Four-cornered fight in the Semenyih by-election, but most importantly, what will be the choice and issues close to the voters in the constituency? https://t.co/DqRed2MeIa",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 16:57:01,True,,,
,1096661207464005632,"Politik di Malaysia banyak ragamnya, tak kurang juga dengan drama mingguan. Kita masih tidak matang lagi dalam arena politik, cukuplah dengan sikap dan kelakuan itu yang sememangnya sangat memalukan.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 14:43:01,True,,,
,1096654642380001280,"We can do better than this, it will be a long journey ahead to change that mindset.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 14:16:56,True,,,
,1096640042578042881,"PSM was heckled by BN supporters at Semenyih as well as Bersatu youth chief @SyedSaddiq this morning on the nomination day.
https://t.co/YsfB3z7M3s",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 13:18:55,True,,,
,1096615087027105792,Four cornered battle in Semenyih! https://t.co/kFoZiISA3U,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 11:39:45,True,,,
,1096612753580539904,"Very, very worried seeing such mob mentality by these supporters trying to attack in such a way, endangering his safety and throwing profanities.

A mockery to democracy and such a shame to see such incident! https://t.co/uQvLhS1A2j",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-16 11:30:29,True,,,
,1096353589314740226,Good news! https://t.co/5IogXkEczt,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 18:20:39,True,,,
,1096268082845179904,"Interesting interactive tracker project by @malaysiakini - On the trail of defectors post-GE14
https://t.co/LoDUXPyBs6",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 12:40:53,True,,,
,1096262667533049857,@klubbkiddkl Love to hear more about it Joe!,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 12:19:22,True,,,
,1096262546116378624,"Bersatu completes its spread to the East Malaysia with the announcement made by chairman Dr Mahathir that the party will be set up in Sabah.

How will that augur well with Warisan Sabah? 

Will that affect Warisan’s relationship with the larger coalition of Harapan?",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 12:18:53,True,,,
,1096090604260405248,"About two months away from the first anniversary of Pakatan Harapan as the federal government.

What do you wish for the government of the day to work on? https://t.co/oOFJ8gt4T3",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 00:55:39,True,,,
,1096089564823744512,"@AdrainClerk Reforms, improving government efficiency and delivery, good policies have to go in line with improving the economy. 

In the context of improving the economy, we still need to talk about bread and butter. The laypeople are still very concerned about putting food on the table.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 00:51:31,True,,,
,1096089037616476160,@alphaque Not sure if he is running or not. Will exclude him for now because only three were officially announced as of today.,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-15 00:49:25,True,,,
,1096027647962800128,"Interesting Semenyih by-election: Both Pakatan Harapan and Parti Sosialis Malaysia unveiled young candidates (aged 30 and 25 respectively) while Barisan Nasional-Umno chose a 58 year old candidate.

Age is just a number, but ultimately, what do Semenyih voters want?",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-14 20:45:29,True,,,
,1095950637706014720,[SPECIAL REPORT]  @malaysiakini - Teeing off in a forest reserve of Johor https://t.co/DaZmQrZUQd,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-14 15:39:28,True,,,
,1095749793362702336,"Bak kata pepatah Melayu, 
“Siakap senohong gelama ikan duri, bercakap bohong lama-lama mencuri.”

Kita faham-faham sajalah.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-14 02:21:23,True,,,
,1095741865603854336,"Cash is king, and greed is evil. Hatred is toxic, and gossip is cancerous.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-14 01:49:53,True,,,
,1095712617379688448,"Rappler’s founder and longtime veteran journalist ⁦@mariaressa⁩ was arrested today in Manila, Philippines by the authorities.

Journalists across the globe must band together to #DefendPressFreedom!
#SolidarityWithMariaRessa https://t.co/mj5amPZjCI",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 23:53:39,True,,,
,1095711026924916736,Siapakah yang bakal menjadi calon pilihan Pakatan Harapan dan Barisan Nasional untuk Pilihan Raya Kecil Semenyih?,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 23:47:20,True,,,
,1095640535027470336,"Very, very similar. https://t.co/9o56tad34t",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 19:07:14,True,,,
,1095635774576353283,@Kerkcheeyee Get well soon!,imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 18:48:19,True,,,
,1095614619316416512,"Press Freedom in Southeast Asia - spiralling downwards seeing what’s happening in the Philippines and Thailand. 

Very, very worrying.
#DefendPressFreedom",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 17:24:15,True,,,
,1095564477355909120,"The current trial is still ongoing and the national sports body cannot do anything to stop the accused from coaching in schools unless a directive from @KBSMalaysia or @KemPendidikan.

Do hope we have laws to order the accused from accessing children. @hannahyeoh",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 14:05:00,True,,,
,1095563774881423361,"We fail to protect our children if we allow someone who has been accused for sexual offences against children and still on the trial in court, with full access to kids in schools. 

We can do better and I’m very, very concerned.",imnormgoh,Social Media Editor/Photojournalist with Malaysiakini. Dabbles in politics and basketball. Loves photography on Instagram (https://t.co/VAkTtSxcuJ),"Kuala Lumpur, Malaysia",2019-02-13 14:02:13,True,,,
